dteday,season,yr,hr,riders,rider_type,price,COGS,Revenue,Expense,profit
2021-12-12 00:00:00.0000000,4,0,22,0,casual,3.99,1.24,0,0,0
2021-12-12 00:00:00.0000000,4,0,23,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-13 00:00:00.0000000,4,0,0,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-13 00:00:00.0000000,4,0,1,0,casual,3.99,1.24,0,0,0
2021-12-13 00:00:00.0000000,4,0,2,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-13 00:00:00.0000000,4,0,3,0,casual,3.99,1.24,0,0,0
2021-12-13 00:00:00.0000000,4,0,4,0,casual,3.99,1.24,0,0,0
2021-12-13 00:00:00.0000000,4,0,5,0,casual,3.99,1.24,0,0,0
2021-12-13 00:00:00.0000000,4,0,6,0,casual,3.99,1.24,0,0,0
2021-12-13 00:00:00.0000000,4,0,7,2,casual,3.99,1.24,7.98,2.48,5.5
2021-12-13 00:00:00.0000000,4,0,8,9,casual,3.99,1.24,35.91,11.16,24.75
2021-12-13 00:00:00.0000000,4,0,9,10,casual,3.99,1.24,39.9,12.4,27.5
2021-12-13 00:00:00.0000000,4,0,10,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-13 00:00:00.0000000,4,0,11,9,casual,3.99,1.24,35.91,11.16,24.75
2021-12-13 00:00:00.0000000,4,0,12,20,casual,3.99,1.24,79.8,24.8,55
2021-12-13 00:00:00.0000000,4,0,13,7,casual,3.99,1.24,27.93,8.68,19.25
2021-12-13 00:00:00.0000000,4,0,14,18,casual,3.99,1.24,71.82,22.32,49.5
2021-12-13 00:00:00.0000000,4,0,15,7,casual,3.99,1.24,27.93,8.68,19.25
2021-12-13 00:00:00.0000000,4,0,16,13,casual,3.99,1.24,51.87,16.12,35.75
2021-12-13 00:00:00.0000000,4,0,17,17,casual,3.99,1.24,67.83,21.08,46.75
2021-12-13 00:00:00.0000000,4,0,18,12,casual,3.99,1.24,47.88,14.88,33
2021-12-13 00:00:00.0000000,4,0,19,5,casual,3.99,1.24,19.95,6.2,13.75
2021-12-13 00:00:00.0000000,4,0,20,7,casual,3.99,1.24,27.93,8.68,19.25
2021-12-13 00:00:00.0000000,4,0,21,5,casual,3.99,1.24,19.95,6.2,13.75
2021-12-13 00:00:00.0000000,4,0,22,5,casual,3.99,1.24,19.95,6.2,13.75
2021-12-13 00:00:00.0000000,4,0,23,4,casual,3.99,1.24,15.96,4.96,11
2021-12-14 00:00:00.0000000,4,0,0,0,casual,3.99,1.24,0,0,0
2021-12-14 00:00:00.0000000,4,0,1,0,casual,3.99,1.24,0,0,0
2021-12-14 00:00:00.0000000,4,0,2,0,casual,3.99,1.24,0,0,0
2021-12-14 00:00:00.0000000,4,0,3,0,casual,3.99,1.24,0,0,0
2021-12-14 00:00:00.0000000,4,0,4,0,casual,3.99,1.24,0,0,0
2021-12-14 00:00:00.0000000,4,0,5,0,casual,3.99,1.24,0,0,0
2021-12-14 00:00:00.0000000,4,0,6,0,casual,3.99,1.24,0,0,0
2021-12-14 00:00:00.0000000,4,0,7,4,casual,3.99,1.24,15.96,4.96,11
2021-12-14 00:00:00.0000000,4,0,8,9,casual,3.99,1.24,35.91,11.16,24.75
2021-12-14 00:00:00.0000000,4,0,9,9,casual,3.99,1.24,35.91,11.16,24.75
2021-12-14 00:00:00.0000000,4,0,10,9,casual,3.99,1.24,35.91,11.16,24.75
2021-12-14 00:00:00.0000000,4,0,11,12,casual,3.99,1.24,47.88,14.88,33
2021-12-14 00:00:00.0000000,4,0,12,6,casual,3.99,1.24,23.94,7.44,16.5
2021-12-14 00:00:00.0000000,4,0,13,14,casual,3.99,1.24,55.86,17.36,38.5
2021-12-14 00:00:00.0000000,4,0,14,17,casual,3.99,1.24,67.83,21.08,46.75
2021-12-14 00:00:00.0000000,4,0,15,24,casual,3.99,1.24,95.76,29.76,66
2021-12-14 00:00:00.0000000,4,0,16,12,casual,3.99,1.24,47.88,14.88,33
2021-12-14 00:00:00.0000000,4,0,17,19,casual,3.99,1.24,75.81,23.56,52.25
2021-12-14 00:00:00.0000000,4,0,18,11,casual,3.99,1.24,43.89,13.64,30.25
2021-12-14 00:00:00.0000000,4,0,19,9,casual,3.99,1.24,35.91,11.16,24.75
2021-12-14 00:00:00.0000000,4,0,20,6,casual,3.99,1.24,23.94,7.44,16.5
2021-12-14 00:00:00.0000000,4,0,21,9,casual,3.99,1.24,35.91,11.16,24.75
2021-12-14 00:00:00.0000000,4,0,22,5,casual,3.99,1.24,19.95,6.2,13.75
2021-12-14 00:00:00.0000000,4,0,23,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-15 00:00:00.0000000,4,0,0,5,casual,3.99,1.24,19.95,6.2,13.75
2021-12-15 00:00:00.0000000,4,0,1,5,casual,3.99,1.24,19.95,6.2,13.75
2021-12-15 00:00:00.0000000,4,0,2,2,casual,3.99,1.24,7.98,2.48,5.5
2021-12-15 00:00:00.0000000,4,0,3,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-15 00:00:00.0000000,4,0,4,0,casual,3.99,1.24,0,0,0
2021-12-15 00:00:00.0000000,4,0,5,0,casual,3.99,1.24,0,0,0
2021-12-15 00:00:00.0000000,4,0,6,2,casual,3.99,1.24,7.98,2.48,5.5
2021-12-15 00:00:00.0000000,4,0,7,6,casual,3.99,1.24,23.94,7.44,16.5
2021-12-15 00:00:00.0000000,4,0,8,8,casual,3.99,1.24,31.92,9.92,22
2021-12-15 00:00:00.0000000,4,0,9,6,casual,3.99,1.24,23.94,7.44,16.5
2021-12-15 00:00:00.0000000,4,0,10,4,casual,3.99,1.24,15.96,4.96,11
2021-12-15 00:00:00.0000000,4,0,11,9,casual,3.99,1.24,35.91,11.16,24.75
2021-12-15 00:00:00.0000000,4,0,12,17,casual,3.99,1.24,67.83,21.08,46.75
2021-12-15 00:00:00.0000000,4,0,13,14,casual,3.99,1.24,55.86,17.36,38.5
2021-12-15 00:00:00.0000000,4,0,14,8,casual,3.99,1.24,31.92,9.92,22
2021-12-15 00:00:00.0000000,4,0,15,6,casual,3.99,1.24,23.94,7.44,16.5
2021-12-15 00:00:00.0000000,4,0,16,7,casual,3.99,1.24,27.93,8.68,19.25
2021-12-15 00:00:00.0000000,4,0,17,14,casual,3.99,1.24,55.86,17.36,38.5
2021-12-15 00:00:00.0000000,4,0,18,14,casual,3.99,1.24,55.86,17.36,38.5
2021-12-15 00:00:00.0000000,4,0,19,13,casual,3.99,1.24,51.87,16.12,35.75
2021-12-15 00:00:00.0000000,4,0,20,12,casual,3.99,1.24,47.88,14.88,33
2021-12-15 00:00:00.0000000,4,0,21,10,casual,3.99,1.24,39.9,12.4,27.5
2021-12-15 00:00:00.0000000,4,0,22,8,casual,3.99,1.24,31.92,9.92,22
2021-12-15 00:00:00.0000000,4,0,23,10,casual,3.99,1.24,39.9,12.4,27.5
2021-12-16 00:00:00.0000000,4,0,0,12,casual,3.99,1.24,47.88,14.88,33
2021-12-16 00:00:00.0000000,4,0,1,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-16 00:00:00.0000000,4,0,2,0,casual,3.99,1.24,0,0,0
2021-12-16 00:00:00.0000000,4,0,3,2,casual,3.99,1.24,7.98,2.48,5.5
2021-12-16 00:00:00.0000000,4,0,4,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-16 00:00:00.0000000,4,0,5,0,casual,3.99,1.24,0,0,0
2021-12-16 00:00:00.0000000,4,0,6,2,casual,3.99,1.24,7.98,2.48,5.5
2021-12-16 00:00:00.0000000,4,0,7,5,casual,3.99,1.24,19.95,6.2,13.75
2021-12-16 00:00:00.0000000,4,0,8,10,casual,3.99,1.24,39.9,12.4,27.5
2021-12-16 00:00:00.0000000,4,0,9,8,casual,3.99,1.24,31.92,9.92,22
2021-12-16 00:00:00.0000000,4,0,10,10,casual,3.99,1.24,39.9,12.4,27.5
2021-12-16 00:00:00.0000000,4,0,11,9,casual,3.99,1.24,35.91,11.16,24.75
2021-12-16 00:00:00.0000000,4,0,12,10,casual,3.99,1.24,39.9,12.4,27.5
2021-12-16 00:00:00.0000000,4,0,13,12,casual,3.99,1.24,47.88,14.88,33
2021-12-16 00:00:00.0000000,4,0,14,13,casual,3.99,1.24,51.87,16.12,35.75
2021-12-16 00:00:00.0000000,4,0,15,12,casual,3.99,1.24,47.88,14.88,33
2021-12-16 00:00:00.0000000,4,0,16,12,casual,3.99,1.24,47.88,14.88,33
2021-12-16 00:00:00.0000000,4,0,17,13,casual,3.99,1.24,51.87,16.12,35.75
2021-12-16 00:00:00.0000000,4,0,18,10,casual,3.99,1.24,39.9,12.4,27.5
2021-12-16 00:00:00.0000000,4,0,19,11,casual,3.99,1.24,43.89,13.64,30.25
2021-12-16 00:00:00.0000000,4,0,20,6,casual,3.99,1.24,23.94,7.44,16.5
2021-12-16 00:00:00.0000000,4,0,21,7,casual,3.99,1.24,27.93,8.68,19.25
2021-12-16 00:00:00.0000000,4,0,22,6,casual,3.99,1.24,23.94,7.44,16.5
2021-12-16 00:00:00.0000000,4,0,23,4,casual,3.99,1.24,15.96,4.96,11
2021-12-17 00:00:00.0000000,4,0,0,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-17 00:00:00.0000000,4,0,1,4,casual,3.99,1.24,15.96,4.96,11
2021-12-17 00:00:00.0000000,4,0,2,11,casual,3.99,1.24,43.89,13.64,30.25
2021-12-17 00:00:00.0000000,4,0,3,4,casual,3.99,1.24,15.96,4.96,11
2021-12-17 00:00:00.0000000,4,0,4,0,casual,3.99,1.24,0,0,0
2021-12-17 00:00:00.0000000,4,0,5,2,casual,3.99,1.24,7.98,2.48,5.5
2021-12-17 00:00:00.0000000,4,0,6,0,casual,3.99,1.24,0,0,0
2021-12-17 00:00:00.0000000,4,0,7,0,casual,3.99,1.24,0,0,0
2021-12-17 00:00:00.0000000,4,0,8,4,casual,3.99,1.24,15.96,4.96,11
2021-12-17 00:00:00.0000000,4,0,9,5,casual,3.99,1.24,19.95,6.2,13.75
2021-12-17 00:00:00.0000000,4,0,10,10,casual,3.99,1.24,39.9,12.4,27.5
2021-12-17 00:00:00.0000000,4,0,11,21,casual,3.99,1.24,83.79,26.04,57.75
2021-12-17 00:00:00.0000000,4,0,12,28,casual,3.99,1.24,111.72,34.72,77
2021-12-17 00:00:00.0000000,4,0,13,32,casual,3.99,1.24,127.68,39.68,88
2021-12-17 00:00:00.0000000,4,0,14,30,casual,3.99,1.24,119.7,37.2,82.5
2021-12-17 00:00:00.0000000,4,0,15,33,casual,3.99,1.24,131.67,40.92,90.75
2021-12-17 00:00:00.0000000,4,0,16,30,casual,3.99,1.24,119.7,37.2,82.5
2021-12-17 00:00:00.0000000,4,0,17,12,casual,3.99,1.24,47.88,14.88,33
2021-12-17 00:00:00.0000000,4,0,18,7,casual,3.99,1.24,27.93,8.68,19.25
2021-12-17 00:00:00.0000000,4,0,19,11,casual,3.99,1.24,43.89,13.64,30.25
2021-12-17 00:00:00.0000000,4,0,20,7,casual,3.99,1.24,27.93,8.68,19.25
2021-12-17 00:00:00.0000000,4,0,21,8,casual,3.99,1.24,31.92,9.92,22
2021-12-17 00:00:00.0000000,4,0,22,7,casual,3.99,1.24,27.93,8.68,19.25
2021-12-17 00:00:00.0000000,4,0,23,6,casual,3.99,1.24,23.94,7.44,16.5
2021-12-18 00:00:00.0000000,4,0,0,7,casual,3.99,1.24,27.93,8.68,19.25
2021-12-18 00:00:00.0000000,4,0,1,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-18 00:00:00.0000000,4,0,2,2,casual,3.99,1.24,7.98,2.48,5.5
2021-12-18 00:00:00.0000000,4,0,3,2,casual,3.99,1.24,7.98,2.48,5.5
2021-12-18 00:00:00.0000000,4,0,4,0,casual,3.99,1.24,0,0,0
2021-12-18 00:00:00.0000000,4,0,5,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-18 00:00:00.0000000,4,0,6,0,casual,3.99,1.24,0,0,0
2021-12-18 00:00:00.0000000,4,0,7,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-18 00:00:00.0000000,4,0,8,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-18 00:00:00.0000000,4,0,9,6,casual,3.99,1.24,23.94,7.44,16.5
2021-12-18 00:00:00.0000000,4,0,10,7,casual,3.99,1.24,27.93,8.68,19.25
2021-12-18 00:00:00.0000000,4,0,11,20,casual,3.99,1.24,79.8,24.8,55
2021-12-18 00:00:00.0000000,4,0,12,26,casual,3.99,1.24,103.74,32.24,71.5
2021-12-18 00:00:00.0000000,4,0,13,18,casual,3.99,1.24,71.82,22.32,49.5
2021-12-18 00:00:00.0000000,4,0,14,19,casual,3.99,1.24,75.81,23.56,52.25
2021-12-18 00:00:00.0000000,4,0,15,23,casual,3.99,1.24,91.77,28.52,63.25
2021-12-18 00:00:00.0000000,4,0,16,27,casual,3.99,1.24,107.73,33.48,74.25
2021-12-18 00:00:00.0000000,4,0,17,10,casual,3.99,1.24,39.9,12.4,27.5
2021-12-18 00:00:00.0000000,4,0,18,15,casual,3.99,1.24,59.85,18.6,41.25
2021-12-18 00:00:00.0000000,4,0,19,5,casual,3.99,1.24,19.95,6.2,13.75
2021-12-18 00:00:00.0000000,4,0,20,10,casual,3.99,1.24,39.9,12.4,27.5
2021-12-18 00:00:00.0000000,4,0,21,9,casual,3.99,1.24,35.91,11.16,24.75
2021-12-18 00:00:00.0000000,4,0,22,2,casual,3.99,1.24,7.98,2.48,5.5
2021-12-18 00:00:00.0000000,4,0,23,6,casual,3.99,1.24,23.94,7.44,16.5
2021-12-19 00:00:00.0000000,4,0,0,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-19 00:00:00.0000000,4,0,1,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-19 00:00:00.0000000,4,0,2,0,casual,3.99,1.24,0,0,0
2021-12-19 00:00:00.0000000,4,0,3,0,casual,3.99,1.24,0,0,0
2021-12-19 00:00:00.0000000,4,0,4,0,casual,3.99,1.24,0,0,0
2021-12-19 00:00:00.0000000,4,0,5,0,casual,3.99,1.24,0,0,0
2021-12-19 00:00:00.0000000,4,0,6,0,casual,3.99,1.24,0,0,0
2021-12-19 00:00:00.0000000,4,0,7,4,casual,3.99,1.24,15.96,4.96,11
2021-12-19 00:00:00.0000000,4,0,8,8,casual,3.99,1.24,31.92,9.92,22
2021-12-19 00:00:00.0000000,4,0,9,17,casual,3.99,1.24,67.83,21.08,46.75
2021-12-19 00:00:00.0000000,4,0,10,12,casual,3.99,1.24,47.88,14.88,33
2021-12-19 00:00:00.0000000,4,0,11,22,casual,3.99,1.24,87.78,27.28,60.5
2021-12-19 00:00:00.0000000,4,0,12,13,casual,3.99,1.24,51.87,16.12,35.75
2021-12-19 00:00:00.0000000,4,0,13,15,casual,3.99,1.24,59.85,18.6,41.25
2021-12-19 00:00:00.0000000,4,0,14,30,casual,3.99,1.24,119.7,37.2,82.5
2021-12-19 00:00:00.0000000,4,0,15,24,casual,3.99,1.24,95.76,29.76,66
2021-12-19 00:00:00.0000000,4,0,16,19,casual,3.99,1.24,75.81,23.56,52.25
2021-12-19 00:00:00.0000000,4,0,17,16,casual,3.99,1.24,63.84,19.84,44
2021-12-19 00:00:00.0000000,4,0,18,11,casual,3.99,1.24,43.89,13.64,30.25
2021-12-19 00:00:00.0000000,4,0,19,17,casual,3.99,1.24,67.83,21.08,46.75
2021-12-19 00:00:00.0000000,4,0,20,9,casual,3.99,1.24,35.91,11.16,24.75
2021-12-19 00:00:00.0000000,4,0,21,15,casual,3.99,1.24,59.85,18.6,41.25
2021-12-19 00:00:00.0000000,4,0,22,12,casual,3.99,1.24,47.88,14.88,33
2021-12-19 00:00:00.0000000,4,0,23,10,casual,3.99,1.24,39.9,12.4,27.5
2021-12-20 00:00:00.0000000,4,0,0,0,casual,3.99,1.24,0,0,0
2021-12-20 00:00:00.0000000,4,0,1,0,casual,3.99,1.24,0,0,0
2021-12-20 00:00:00.0000000,4,0,2,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-20 00:00:00.0000000,4,0,3,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-20 00:00:00.0000000,4,0,4,0,casual,3.99,1.24,0,0,0
2021-12-20 00:00:00.0000000,4,0,5,0,casual,3.99,1.24,0,0,0
2021-12-20 00:00:00.0000000,4,0,6,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-20 00:00:00.0000000,4,0,7,7,casual,3.99,1.24,27.93,8.68,19.25
2021-12-20 00:00:00.0000000,4,0,8,10,casual,3.99,1.24,39.9,12.4,27.5
2021-12-20 00:00:00.0000000,4,0,9,14,casual,3.99,1.24,55.86,17.36,38.5
2021-12-20 00:00:00.0000000,4,0,10,20,casual,3.99,1.24,79.8,24.8,55
2021-12-20 00:00:00.0000000,4,0,11,13,casual,3.99,1.24,51.87,16.12,35.75
2021-12-20 00:00:00.0000000,4,0,12,16,casual,3.99,1.24,63.84,19.84,44
2021-12-20 00:00:00.0000000,4,0,13,18,casual,3.99,1.24,71.82,22.32,49.5
2021-12-20 00:00:00.0000000,4,0,14,11,casual,3.99,1.24,43.89,13.64,30.25
2021-12-20 00:00:00.0000000,4,0,15,15,casual,3.99,1.24,59.85,18.6,41.25
2021-12-20 00:00:00.0000000,4,0,16,20,casual,3.99,1.24,79.8,24.8,55
2021-12-20 00:00:00.0000000,4,0,17,14,casual,3.99,1.24,55.86,17.36,38.5
2021-12-20 00:00:00.0000000,4,0,18,26,casual,3.99,1.24,103.74,32.24,71.5
2021-12-20 00:00:00.0000000,4,0,19,6,casual,3.99,1.24,23.94,7.44,16.5
2021-12-20 00:00:00.0000000,4,0,20,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-20 00:00:00.0000000,4,0,21,4,casual,3.99,1.24,15.96,4.96,11
2021-12-20 00:00:00.0000000,4,0,22,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-20 00:00:00.0000000,4,0,23,13,casual,3.99,1.24,51.87,16.12,35.75
2021-12-21 00:00:00.0000000,1,0,0,7,casual,3.99,1.24,27.93,8.68,19.25
2021-12-21 00:00:00.0000000,1,0,1,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-21 00:00:00.0000000,1,0,2,0,casual,3.99,1.24,0,0,0
2021-12-21 00:00:00.0000000,1,0,3,0,casual,3.99,1.24,0,0,0
2021-12-21 00:00:00.0000000,1,0,4,0,casual,3.99,1.24,0,0,0
2021-12-21 00:00:00.0000000,1,0,5,0,casual,3.99,1.24,0,0,0
2021-12-21 00:00:00.0000000,1,0,6,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-21 00:00:00.0000000,1,0,7,5,casual,3.99,1.24,19.95,6.2,13.75
2021-12-21 00:00:00.0000000,1,0,8,12,casual,3.99,1.24,47.88,14.88,33
2021-12-21 00:00:00.0000000,1,0,9,14,casual,3.99,1.24,55.86,17.36,38.5
2021-12-21 00:00:00.0000000,1,0,10,6,casual,3.99,1.24,23.94,7.44,16.5
2021-12-21 00:00:00.0000000,1,0,11,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-21 00:00:00.0000000,1,0,12,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-21 00:00:00.0000000,1,0,13,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-21 00:00:00.0000000,1,0,14,11,casual,3.99,1.24,43.89,13.64,30.25
2021-12-21 00:00:00.0000000,1,0,15,4,casual,3.99,1.24,15.96,4.96,11
2021-12-21 00:00:00.0000000,1,0,16,6,casual,3.99,1.24,23.94,7.44,16.5
2021-12-21 00:00:00.0000000,1,0,17,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-21 00:00:00.0000000,1,0,18,2,casual,3.99,1.24,7.98,2.48,5.5
2021-12-21 00:00:00.0000000,1,0,19,9,casual,3.99,1.24,35.91,11.16,24.75
2021-12-21 00:00:00.0000000,1,0,20,5,casual,3.99,1.24,19.95,6.2,13.75
2021-12-21 00:00:00.0000000,1,0,21,9,casual,3.99,1.24,35.91,11.16,24.75
2021-12-21 00:00:00.0000000,1,0,22,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-21 00:00:00.0000000,1,0,23,0,casual,3.99,1.24,0,0,0
2021-12-22 00:00:00.0000000,1,0,0,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-22 00:00:00.0000000,1,0,1,0,casual,3.99,1.24,0,0,0
2021-12-22 00:00:00.0000000,1,0,2,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-22 00:00:00.0000000,1,0,3,0,casual,3.99,1.24,0,0,0
2021-12-22 00:00:00.0000000,1,0,4,0,casual,3.99,1.24,0,0,0
2021-12-22 00:00:00.0000000,1,0,5,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-22 00:00:00.0000000,1,0,6,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-22 00:00:00.0000000,1,0,7,4,casual,3.99,1.24,15.96,4.96,11
2021-12-22 00:00:00.0000000,1,0,8,10,casual,3.99,1.24,39.9,12.4,27.5
2021-12-22 00:00:00.0000000,1,0,9,10,casual,3.99,1.24,39.9,12.4,27.5
2021-12-22 00:00:00.0000000,1,0,10,13,casual,3.99,1.24,51.87,16.12,35.75
2021-12-22 00:00:00.0000000,1,0,11,10,casual,3.99,1.24,39.9,12.4,27.5
2021-12-22 00:00:00.0000000,1,0,12,22,casual,3.99,1.24,87.78,27.28,60.5
2021-12-22 00:00:00.0000000,1,0,13,21,casual,3.99,1.24,83.79,26.04,57.75
2021-12-22 00:00:00.0000000,1,0,14,23,casual,3.99,1.24,91.77,28.52,63.25
2021-12-22 00:00:00.0000000,1,0,15,28,casual,3.99,1.24,111.72,34.72,77
2021-12-22 00:00:00.0000000,1,0,16,30,casual,3.99,1.24,119.7,37.2,82.5
2021-12-22 00:00:00.0000000,1,0,17,24,casual,3.99,1.24,95.76,29.76,66
2021-12-22 00:00:00.0000000,1,0,18,11,casual,3.99,1.24,43.89,13.64,30.25
2021-12-22 00:00:00.0000000,1,0,19,12,casual,3.99,1.24,47.88,14.88,33
2021-12-22 00:00:00.0000000,1,0,20,0,casual,3.99,1.24,0,0,0
2021-12-22 00:00:00.0000000,1,0,21,2,casual,3.99,1.24,7.98,2.48,5.5
2021-12-22 00:00:00.0000000,1,0,22,0,casual,3.99,1.24,0,0,0
2021-12-22 00:00:00.0000000,1,0,23,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-23 00:00:00.0000000,1,0,0,2,casual,3.99,1.24,7.98,2.48,5.5
2021-12-23 00:00:00.0000000,1,0,1,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-23 00:00:00.0000000,1,0,2,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-23 00:00:00.0000000,1,0,3,0,casual,3.99,1.24,0,0,0
2021-12-23 00:00:00.0000000,1,0,4,0,casual,3.99,1.24,0,0,0
2021-12-23 00:00:00.0000000,1,0,5,0,casual,3.99,1.24,0,0,0
2021-12-23 00:00:00.0000000,1,0,6,0,casual,3.99,1.24,0,0,0
2021-12-23 00:00:00.0000000,1,0,7,4,casual,3.99,1.24,15.96,4.96,11
2021-12-23 00:00:00.0000000,1,0,8,9,casual,3.99,1.24,35.91,11.16,24.75
2021-12-23 00:00:00.0000000,1,0,9,4,casual,3.99,1.24,15.96,4.96,11
2021-12-23 00:00:00.0000000,1,0,10,8,casual,3.99,1.24,31.92,9.92,22
2021-12-23 00:00:00.0000000,1,0,11,26,casual,3.99,1.24,103.74,32.24,71.5
2021-12-23 00:00:00.0000000,1,0,12,14,casual,3.99,1.24,55.86,17.36,38.5
2021-12-23 00:00:00.0000000,1,0,13,17,casual,3.99,1.24,67.83,21.08,46.75
2021-12-23 00:00:00.0000000,1,0,14,23,casual,3.99,1.24,91.77,28.52,63.25
2021-12-23 00:00:00.0000000,1,0,15,12,casual,3.99,1.24,47.88,14.88,33
2021-12-23 00:00:00.0000000,1,0,16,15,casual,3.99,1.24,59.85,18.6,41.25
2021-12-23 00:00:00.0000000,1,0,17,11,casual,3.99,1.24,43.89,13.64,30.25
2021-12-23 00:00:00.0000000,1,0,18,4,casual,3.99,1.24,15.96,4.96,11
2021-12-23 00:00:00.0000000,1,0,19,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-23 00:00:00.0000000,1,0,20,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-23 00:00:00.0000000,1,0,21,0,casual,3.99,1.24,0,0,0
2021-12-23 00:00:00.0000000,1,0,22,4,casual,3.99,1.24,15.96,4.96,11
2021-12-23 00:00:00.0000000,1,0,23,4,casual,3.99,1.24,15.96,4.96,11
2021-12-24 00:00:00.0000000,1,0,0,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-24 00:00:00.0000000,1,0,1,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-24 00:00:00.0000000,1,0,2,4,casual,3.99,1.24,15.96,4.96,11
2021-12-24 00:00:00.0000000,1,0,3,0,casual,3.99,1.24,0,0,0
2021-12-24 00:00:00.0000000,1,0,4,0,casual,3.99,1.24,0,0,0
2021-12-24 00:00:00.0000000,1,0,5,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-24 00:00:00.0000000,1,0,6,0,casual,3.99,1.24,0,0,0
2021-12-24 00:00:00.0000000,1,0,7,0,casual,3.99,1.24,0,0,0
2021-12-24 00:00:00.0000000,1,0,8,0,casual,3.99,1.24,0,0,0
2021-12-24 00:00:00.0000000,1,0,9,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-24 00:00:00.0000000,1,0,10,4,casual,3.99,1.24,15.96,4.96,11
2021-12-24 00:00:00.0000000,1,0,11,9,casual,3.99,1.24,35.91,11.16,24.75
2021-12-24 00:00:00.0000000,1,0,12,15,casual,3.99,1.24,59.85,18.6,41.25
2021-12-24 00:00:00.0000000,1,0,13,24,casual,3.99,1.24,95.76,29.76,66
2021-12-24 00:00:00.0000000,1,0,14,15,casual,3.99,1.24,59.85,18.6,41.25
2021-12-24 00:00:00.0000000,1,0,15,15,casual,3.99,1.24,59.85,18.6,41.25
2021-12-24 00:00:00.0000000,1,0,16,25,casual,3.99,1.24,99.75,31,68.75
2021-12-24 00:00:00.0000000,1,0,17,15,casual,3.99,1.24,59.85,18.6,41.25
2021-12-24 00:00:00.0000000,1,0,18,2,casual,3.99,1.24,7.98,2.48,5.5
2021-12-24 00:00:00.0000000,1,0,19,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-24 00:00:00.0000000,1,0,20,5,casual,3.99,1.24,19.95,6.2,13.75
2021-12-24 00:00:00.0000000,1,0,21,4,casual,3.99,1.24,15.96,4.96,11
2021-12-24 00:00:00.0000000,1,0,22,8,casual,3.99,1.24,31.92,9.92,22
2021-12-24 00:00:00.0000000,1,0,23,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-25 00:00:00.0000000,1,0,0,2,casual,3.99,1.24,7.98,2.48,5.5
2021-12-25 00:00:00.0000000,1,0,1,2,casual,3.99,1.24,7.98,2.48,5.5
2021-12-25 00:00:00.0000000,1,0,2,0,casual,3.99,1.24,0,0,0
2021-12-25 00:00:00.0000000,1,0,3,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-25 00:00:00.0000000,1,0,5,0,casual,3.99,1.24,0,0,0
2021-12-25 00:00:00.0000000,1,0,6,0,casual,3.99,1.24,0,0,0
2021-12-25 00:00:00.0000000,1,0,7,0,casual,3.99,1.24,0,0,0
2021-12-25 00:00:00.0000000,1,0,8,1,casual,3.99,1.24,3.99,1.24,2.75
2021-12-25 00:00:00.0000000,1,0,9,3,casual,3.99,1.24,11.97,3.72,8.25
2021-12-25 00:00:00.0000000,1,0,10,31,casual,3.99,1.24,123.69,38.44,85.25
